sscl1,sscl2,n,a,b,c1,c2,astar,bstar,cstar1,cstar2
BCDEL/AK,L/K,1,True,False,True,True,True,False,True,True
ACKL/BDE,I/GJ,1,True,True,False,False,True,True,True,False
ABCKL/DE,FHJ/,1,True,False,False,False,True,True,True,False
DE/ABCKL,I/FHKL,3,True,True,True,True,True,True,False,False
ABKL/CDE,FJ/,1,True,False,False,False,True,True,True,False
AB/CDEKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
ABCKL/DE,GI/FJ,1,True,True,False,False,True,True,True,False
CKL/ABDE,HIKL/G,1,True,True,False,False,True,True,True,True
CDKL/ABE,FHIJKL/G,1,True,True,False,False,True,True,True,True
ABDE/CKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
C/ABDEKL,J/FHIKL,3,True,True,True,True,True,True,False,False
BDE/ACKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
AB/CDEKL,FH/KL,3,True,False,True,True,True,True,False,False
C/ABDEKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
CD/ABEKL,H/FGIJKL,3,True,True,True,True,True,True,False,False
CDE/ABKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
ABKL/CDE,J/,1,True,False,False,False,True,True,True,False
ABCKL/DE,FGHIKL/J,1,True,True,False,False,True,True,True,True
ACDKL/BE,F/H,1,True,True,False,False,True,True,True,False
C/ABDEKL,H/FGIJKL,3,True,True,True,True,True,True,False,False
E/ABCDKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
AKL/BCDE,KL/FHJ,1,True,True,False,False,True,False,True,True
CDKL/ABE,IKL/FH,1,True,True,False,False,True,True,True,True
KL/ABCDE,J/FH,1,True,True,False,False,False,True,True,False
ACKL/BDE,GJ/FH,1,True,True,False,False,True,True,True,False
ABKL/CDE,G/,1,True,False,False,False,True,True,True,False
CKL/ABDE,KL/,1,True,False,False,False,True,False,True,True
AKL/BCDE,FGIJKL/,1,True,False,False,False,True,True,True,True
CDE/ABKL,GI/KL,3,True,False,True,True,True,True,False,False
ABDE/CKL,I/KL,3,True,False,True,True,True,True,False,False
BDE/ACKL,H/KL,3,True,False,True,True,True,True,False,False
C/ABDEKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
C/ABDEKL,FHJ/KL,3,True,False,True,True,True,True,False,False
AB/CDEKL,FGJ/HKL,3,True,True,True,True,True,True,False,False
ABCDEKL/,FHKL/GIJ,1,False,True,False,False,True,True,True,True
ACKL/BDE,I/G,1,True,True,False,False,True,True,True,False
D/ABCEKL,FH/IKL,3,True,True,True,True,True,True,False,False
BDE/ACKL,FJ/GIKL,3,True,True,True,True,True,True,False,False
ABE/CDKL,GI/FHKL,3,True,True,True,True,True,True,False,False
BCDEKL/A,GIKL/FHJ,1,True,True,False,False,True,True,True,True
ABDEK/CL,FGHJK/IL,1,True,True,True,True,True,True,True,True
AKL/BCDE,I/G,1,True,True,False,False,True,True,True,False
ABK/CDEL,GI/L,1,True,False,True,True,True,True,True,False
BE/ACDKL,I/FHKL,3,True,True,True,True,True,True,False,False
AB/CDEKL,GI/FHJKL,3,True,True,True,True,True,True,False,False
ABKL/CDE,HIKL/FJ,1,True,True,False,False,True,True,True,True
KL/ABCDE,F/GJ,1,True,True,False,False,False,True,True,False
AB/CDEKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
BE/ACDKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
ABCDE/KL,FHJ/KL,3,False,False,True,True,True,True,False,False
ABCDKL/E,HIKL/FGJ,1,True,True,False,False,True,True,True,True
AKL/BCDE,GIJ/F,1,True,True,False,False,True,True,True,False
ABE/CDKL,FH/IKL,3,True,True,True,True,True,True,False,False
BCDEKL/A,IKL/FHJ,1,True,True,False,False,True,True,True,True
BCDEKL/A,KL/FHJ,1,True,True,False,False,True,False,True,True
CDE/ABKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
ABDE/CKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,FHKL/,1,True,False,False,False,True,True,True,True
CDEKL/AB,KL/,1,True,False,False,False,True,False,True,True
ABE/CDKL,I/FHJKL,3,True,True,True,True,True,True,False,False
ABKL/CDE,HKL/GI,1,True,True,False,False,True,True,True,True
AB/CDEKL,FH/IKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,FHJKL/GI,1,True,True,False,False,True,True,True,True
AB/CDEKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
D/ABCEKL,G/IKL,3,True,True,True,True,True,True,False,False
DE/ABCKL,G/HIKL,3,True,True,True,True,True,True,False,False
AB/CDEKL,J/FHIKL,3,True,True,True,True,True,True,False,False
CKL/ABDE,HIKL/FJ,1,True,True,False,False,True,True,True,True
ABDE/CKL,J/FHIKL,3,True,True,True,True,True,True,False,False
AB/CDEKL,GI/HKL,3,True,True,True,True,True,True,False,False
CDE/ABKL,I/FHKL,3,True,True,True,True,True,True,False,False
ABE/CDKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
ABKL/CDE,FH/J,1,True,True,False,False,True,True,True,False
CDEKL/AB,GJ/I,1,True,True,False,False,True,True,True,False
ACKL/BDE,KL/I,1,True,True,False,False,True,False,True,True
BE/ACDKL,GI/HKL,3,True,True,True,True,True,True,False,False
ABDEKL/C,KL/I,1,True,True,False,False,True,False,True,True
DE/ABCKL,FH/IKL,3,True,True,True,True,True,True,False,False
ABCDKL/E,KL/FH,1,True,True,False,False,True,False,True,True
ABE/CDKL,G/FHIKL,3,True,True,True,True,True,True,False,False
AKL/BCDE,FHKL/J,1,True,True,False,False,True,True,True,True
BDE/ACKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
BCDEKL/A,FHKL/J,1,True,True,False,False,True,True,True,True
ABDEKL/C,FHIKL/G,1,True,True,False,False,True,True,True,True
CDL/ABEK,J/FHK,1,True,True,True,True,True,True,True,False
ABKL/CDE,FH/,1,True,False,False,False,True,True,True,False
ACKL/BDE,FJ/GI,1,True,True,False,False,True,True,True,False
ACKL/BDE,HIKL/FGJ,1,True,True,False,False,True,True,True,True
CD/ABEKL,F/HIKL,3,True,True,True,True,True,True,False,False
ACDKL/BE,HIKL/G,1,True,True,False,False,True,True,True,True
CD/ABEKL,FJ/GIKL,3,True,True,True,True,True,True,False,False
DE/ABCKL,J/FHKL,3,True,True,True,True,True,True,False,False
BE/ACDKL,FHJ/KL,3,True,False,True,True,True,True,False,False
A/BCDEKL,FHJ/GIKL,3,True,True,True,True,True,True,False,False
CD/ABEKL,FH/IKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,HKL/FJ,1,True,True,False,False,True,True,True,True
AKL/BCDE,FGHJKL/I,1,True,True,False,False,True,True,True,True
C/ABDEKL,GI/KL,3,True,False,True,True,True,True,False,False
CD/ABEKL,G/FHIKL,3,True,True,True,True,True,True,False,False
CD/ABEKL,I/KL,3,True,False,True,True,True,True,False,False
ABE/CDKL,F/HKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,GJ/I,1,True,True,False,False,True,True,True,False
E/ABCDKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
D/ABCEKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
CDE/ABKL,I/FHJKL,3,True,True,True,True,True,True,False,False
CD/ABEKL,I/FHJKL,3,True,True,True,True,True,True,False,False
BE/ACDKL,G/IKL,3,True,True,True,True,True,True,False,False
DE/ABCKL,FJ/HKL,3,True,True,True,True,True,True,False,False
E/ABCDKL,G/HIKL,3,True,True,True,True,True,True,False,False
BE/ACDKL,FGJ/HKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,FHIJKL/,1,True,False,False,False,True,True,True,True
ACDKL/BE,FGHJKL/I,1,True,True,False,False,True,True,True,True
ABCDE/KL,H/KL,3,False,False,True,True,True,True,False,False
C/ABDEKL,I/KL,3,True,False,True,True,True,True,False,False
ACKL/BDE,F/H,1,True,True,False,False,True,True,True,False
AK/BCDEL,FHJK/L,1,True,False,True,True,True,True,True,True
CDE/ABKL,GJ/FHIKL,3,True,True,True,True,True,True,False,False
CKL/ABDE,HKL/FGJ,1,True,True,False,False,True,True,True,True
CDEKL/AB,GHIKL/,1,True,False,False,False,True,True,True,True
D/ABCEKL,I/FHKL,3,True,True,True,True,True,True,False,False
BCDEKL/A,FHJKL/GI,1,True,True,False,False,True,True,True,True
D/ABCEKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
CD/ABEKL,F/HKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,HIKL/F,1,True,True,False,False,True,True,True,True
CKL/ABDE,HKL/,1,True,False,False,False,True,True,True,True
CDKL/ABE,FH/,1,True,False,False,False,True,True,True,False
BDE/ACKL,FHJ/KL,3,True,False,True,True,True,True,False,False
E/ABCDKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
ACKL/BDE,FH/GJ,1,True,True,False,False,True,True,True,False
AB/CDEKL,I/FHJKL,3,True,True,True,True,True,True,False,False
ABDEKL/C,HIKL/F,1,True,True,False,False,True,True,True,True
CKL/ABDE,IKL/H,1,True,True,False,False,True,True,True,True
ABEKL/CD,FHIKL/,1,True,False,False,False,True,True,True,True
DE/ABCKL,FGJ/HIKL,3,True,True,True,True,True,True,False,False
AB/CDEKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
A/BCDEKL,I/FHJKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,KL/,1,True,False,False,False,True,False,True,True
AKL/BCDE,F/J,1,True,True,False,False,True,True,True,False
ABCDE/KL,G/FHIKL,3,False,True,True,True,True,True,False,False
CDE/ABKL,FH/KL,3,True,False,True,True,True,True,False,False
ABCEKL/D,HKL/GI,1,True,True,False,False,True,True,True,True
ABCDE/KL,FGHJ/KL,3,False,False,True,True,True,True,False,False
ABDEKL/C,GIKL/FJ,1,True,True,False,False,True,True,True,True
ABE/CDKL,F/HIKL,3,True,True,True,True,True,True,False,False
AB/CDEKL,FHJ/GIKL,3,True,True,True,True,True,True,False,False
AKL/BCDE,J/FH,1,True,True,False,False,True,True,True,False
E/ABCDKL,GJ/FHIKL,3,True,True,True,True,True,True,False,False
CDKL/ABE,H/FJ,1,True,True,False,False,True,True,True,False
BDE/ACKL,G/FHIKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,FHIKL/G,1,True,True,False,False,True,True,True,True
AB/CDEKL,G/IKL,3,True,True,True,True,True,True,False,False
A/BCDEKL,H/IKL,3,True,True,True,True,True,True,False,False
CDE/ABKL,F/HIKL,3,True,True,True,True,True,True,False,False
C/ABDEKL,FH/KL,3,True,False,True,True,True,True,False,False
BCDE/AKL,F/HIKL,3,True,True,True,True,True,True,False,False
BCDEL/AK,L/FGHIJK,1,True,True,True,True,True,False,True,True
CDKL/ABE,FJ/GI,1,True,True,False,False,True,True,True,False
A/BCDEKL,J/FHKL,3,True,True,True,True,True,True,False,False
DE/ABCKL,G/FHIKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,GIJ/,1,True,False,False,False,True,True,True,False
ACDKL/BE,GI/,1,True,False,False,False,True,True,True,False
AKL/BCDE,HIKL/,1,True,False,False,False,True,True,True,True
D/ABCEKL,I/HKL,3,True,True,True,True,True,True,False,False
CDL/ABEK,FGIJL/HK,1,True,True,True,True,True,True,True,True
CDE/ABKL,GI/HKL,3,True,True,True,True,True,True,False,False
CKL/ABDE,HKL/FJ,1,True,True,False,False,True,True,True,True
AB/CDEKL,GI/KL,3,True,False,True,True,True,True,False,False
CKL/ABDE,F/GJ,1,True,True,False,False,True,True,True,False
ABCEKL/D,HKL/F,1,True,True,False,False,True,True,True,True
ACKL/BDE,FGJ/H,1,True,True,False,False,True,True,True,False
BCDE/AKL,H/IKL,3,True,True,True,True,True,True,False,False
DE/ABCKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
CDEKL/AB,HIKL/F,1,True,True,False,False,True,True,True,True
ABKL/CDE,FGIJKL/,1,True,False,False,False,True,True,True,True
ABDE/CKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
ABCDEKL/,HKL/FGIJ,1,False,True,False,False,True,True,True,True
E/ABCDKL,J/FGHIKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,FHJ/G,1,True,True,False,False,True,True,True,False
ABE/CDKL,GJ/FHIKL,3,True,True,True,True,True,True,False,False
ABE/CDKL,GI/FHJKL,3,True,True,True,True,True,True,False,False
KL/ABCDE,F/,1,True,False,False,False,False,True,True,False
BDE/ACKL,GI/KL,3,True,False,True,True,True,True,False,False
BE/ACDKL,H/FGIJKL,3,True,True,True,True,True,True,False,False
C/ABDEKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
BDE/ACKL,FH/KL,3,True,False,True,True,True,True,False,False
ABCDKL/E,FHKL/I,1,True,True,False,False,True,True,True,True
ABEK/CDL,FHJK/L,1,True,False,True,True,True,True,True,True
CDEKL/AB,FGHJ/,1,True,False,False,False,True,True,True,False
CD/ABEKL,FGJ/HIKL,3,True,True,True,True,True,True,False,False
ACDKL/BE,G/J,1,True,True,False,False,True,True,True,False
BE/ACDKL,H/IKL,3,True,True,True,True,True,True,False,False
AKL/BCDE,I/FGJ,1,True,True,False,False,True,True,True,False
DE/ABCKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
D/ABCEKL,H/IKL,3,True,True,True,True,True,True,False,False
BCDE/AKL,I/FHJKL,3,True,True,True,True,True,True,False,False
D/ABCEKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
D/ABCEKL,FHJ/KL,3,True,False,True,True,True,True,False,False
BE/ACDKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
/ABCDEKL,G/FHIKL,1,True,True,True,True,False,True,False,False
ABEKL/CD,J/G,1,True,True,False,False,True,True,True,False
BCDE/AKL,G/IKL,3,True,True,True,True,True,True,False,False
CDKL/ABE,FGHJ/,1,True,False,False,False,True,True,True,False
C/ABDEKL,H/IKL,3,True,True,True,True,True,True,False,False
BCDE/AKL,FGJ/HKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,J/GI,1,True,True,False,False,True,True,True,False
ABCKL/DE,HIKL/FGJ,1,True,True,False,False,True,True,True,True
CDE/ABKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,HIKL/,1,True,False,False,False,True,True,True,True
ABCKL/DE,IKL/G,1,True,True,False,False,True,True,True,True
D/ABCEKL,FHJ/IKL,3,True,True,True,True,True,True,False,False
CDE/ABKL,FHJ/IKL,3,True,True,True,True,True,True,False,False
ABE/CDKL,FJ/HKL,3,True,True,True,True,True,True,False,False
ABCDE/KL,FHJ/IKL,3,False,True,True,True,True,True,False,False
CDE/ABKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
C/ABDEKL,I/FHJKL,3,True,True,True,True,True,True,False,False
ABCDE/KL,G/HIKL,3,False,True,True,True,True,True,False,False
ABDE/CKL,G/FHIKL,3,True,True,True,True,True,True,False,False
BCDE/AKL,GJ/FHIKL,3,True,True,True,True,True,True,False,False
CDE/ABKL,GIJ/FHKL,3,True,True,True,True,True,True,False,False
CD/ABEKL,FHJ/KL,3,True,False,True,True,True,True,False,False
A/BCDEKL,F/HIKL,3,True,True,True,True,True,True,False,False
A/BCDEKL,GI/HKL,3,True,True,True,True,True,True,False,False
CDEKL/AB,GJ/FH,1,True,True,False,False,True,True,True,False
CDKL/ABE,G/I,1,True,True,False,False,True,True,True,False
C/ABDEKL,GI/FHKL,3,True,True,True,True,True,True,False,False
BE/ACDKL,FJ/GIKL,3,True,True,True,True,True,True,False,False
CDKL/ABE,HIKL/,1,True,False,False,False,True,True,True,True
ABCDEKL/,FHJKL/GI,1,False,True,False,False,True,True,True,True
AB/CDEKL,FJ/GIKL,3,True,True,True,True,True,True,False,False
A/BCDEKL,FHJ/KL,3,True,False,True,True,True,True,False,False
DE/ABCKL,J/FGHIKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,FHIKL/G,1,True,True,False,False,True,True,True,True
A/BCDEKL,H/KL,3,True,False,True,True,True,True,False,False
CDEKL/AB,HIKL/,1,True,False,False,False,True,True,True,True
D/ABCEKL,J/FHKL,3,True,True,True,True,True,True,False,False
BDE/ACKL,J/FHKL,3,True,True,True,True,True,True,False,False
CL/ABDEK,FGJ/HK,1,True,True,True,True,True,True,True,False
ABEKL/CD,GHIKL/FJ,1,True,True,False,False,True,True,True,True
ABCEKL/D,FHKL/GI,1,True,True,False,False,True,True,True,True
BDE/ACKL,G/HIKL,3,True,True,True,True,True,True,False,False
BE/ACDKL,GI/KL,3,True,False,True,True,True,True,False,False
ABEKL/CD,H/F,1,True,True,False,False,True,True,True,False
CDKL/ABE,G/FHJ,1,True,True,False,False,True,True,True,False
CDE/ABKL,F/HKL,3,True,True,True,True,True,True,False,False
BE/ACDKL,I/HKL,3,True,True,True,True,True,True,False,False
AKL/BCDE,I/GJ,1,True,True,False,False,True,True,True,False
DE/ABCKL,GI/HKL,3,True,True,True,True,True,True,False,False
ABE/CDKL,J/FHIKL,3,True,True,True,True,True,True,False,False
ABCKL/DE,FHIKL/GJ,1,True,True,False,False,True,True,True,True
ABCDE/KL,I/HKL,3,False,True,True,True,True,True,False,False
CL/ABDEK,IL/FHK,1,True,True,True,True,True,True,True,True
BCDEL/AK,FGIJL/HK,1,True,True,True,True,True,True,True,True
ACDKL/BE,FHJ/,1,True,False,False,False,True,True,True,False
E/ABCDKL,GI/KL,3,True,False,True,True,True,True,False,False
ABCKL/DE,FGHJKL/I,1,True,True,False,False,True,True,True,True
C/ABDEKL,GI/HKL,3,True,True,True,True,True,True,False,False
A/BCDEKL,FJ/HKL,3,True,True,True,True,True,True,False,False
ABCDKL/E,HIKL/F,1,True,True,False,False,True,True,True,True
ABCKL/DE,KL/FGHJ,1,True,True,False,False,True,False,True,True
/ABCDEKL,F/HIKL,1,True,True,True,True,False,True,False,False
CD/ABEKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
ABE/CDKL,FHJ/GIKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,HKL/I,1,True,True,False,False,True,True,True,True
C/ABDEKL,FJ/HKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,FH/J,1,True,True,False,False,True,True,True,False
AKL/BCDE,FHKL/GIJ,1,True,True,False,False,True,True,True,True
ACKL/BDE,GJ/F,1,True,True,False,False,True,True,True,False
BDE/ACKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
A/BCDEKL,F/HKL,3,True,True,True,True,True,True,False,False
AB/CDEKL,GIJ/FHKL,3,True,True,True,True,True,True,False,False
ABE/CDKL,GIJ/FHKL,3,True,True,True,True,True,True,False,False
ABCDE/KL,FJ/HIKL,3,False,True,True,True,True,True,False,False
ABCDKL/E,IKL/FGHJ,1,True,True,False,False,True,True,True,True
BCDEL/AK,GJ/FHK,1,True,True,True,True,True,True,True,False
CDKL/ABE,IKL/H,1,True,True,False,False,True,True,True,True
A/BCDEKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
AB/CDEKL,F/HIKL,3,True,True,True,True,True,True,False,False
ABDEK/CL,FGHJK/L,1,True,False,True,True,True,True,True,True
ACDKL/BE,IKL/G,1,True,True,False,False,True,True,True,True
BCDE/AKL,F/HKL,3,True,True,True,True,True,True,False,False
AKL/BCDE,FH/GJ,1,True,True,False,False,True,True,True,False
CDKL/ABE,J/,1,True,False,False,False,True,True,True,False
DE/ABCKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
KL/ABCDE,J/GI,1,True,True,False,False,False,True,True,False
CD/ABEKL,J/FGHIKL,3,True,True,True,True,True,True,False,False
A/BCDEKL,I/KL,3,True,False,True,True,True,True,False,False
ABKL/CDE,J/F,1,True,True,False,False,True,True,True,False
ABKL/CDE,FHJKL/,1,True,False,False,False,True,True,True,True
D/ABCEKL,I/KL,3,True,False,True,True,True,True,False,False
ABCEKL/D,IKL/FH,1,True,True,False,False,True,True,True,True
A/BCDEKL,FGIJ/HKL,3,True,True,True,True,True,True,False,False
ABCDE/KL,FJ/GHIKL,3,False,True,True,True,True,True,False,False
ACKL/BDE,J/FH,1,True,True,False,False,True,True,True,False
ABKL/CDE,IKL/H,1,True,True,False,False,True,True,True,True
ABKL/CDE,FHIKL/G,1,True,True,False,False,True,True,True,True
A/BCDEKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
CDKL/ABE,GI/FJ,1,True,True,False,False,True,True,True,False
AKL/BCDE,FH/,1,True,False,False,False,True,True,True,False
BCDE/AKL,FGJ/HIKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,GIJ/,1,True,False,False,False,True,True,True,False
ABCEKL/D,GIKL/FHJ,1,True,True,False,False,True,True,True,True
ABDE/CKL,GJ/FHIKL,3,True,True,True,True,True,True,False,False
AK/BCDEL,FGHIJK/L,1,True,False,True,True,True,True,True,True
C/ABDEKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
ABCKL/DE,HKL/,1,True,False,False,False,True,True,True,True
KL/ABCDE,FHIKL/GJ,1,True,True,False,False,False,True,True,True
KL/ABCDE,FH/,1,True,False,False,False,False,True,True,False
CL/ABDEK,IL/FHJK,1,True,True,True,True,True,True,True,True
AKL/BCDE,FGIJKL/H,1,True,True,False,False,True,True,True,True
BCDE/AKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
CL/ABDEK,IL/FGHJK,1,True,True,True,True,True,True,True,True
DE/ABCKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
D/ABCEKL,H/FGIJKL,3,True,True,True,True,True,True,False,False
ABDE/CKL,H/KL,3,True,False,True,True,True,True,False,False
BDE/ACKL,GI/FHKL,3,True,True,True,True,True,True,False,False
E/ABCDKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
ABK/CDEL,HK/FGIJL,1,True,True,True,True,True,True,True,True
BCDEL/AK,L/FGHJK,1,True,True,True,True,True,False,True,True
D/ABCEKL,F/HKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,H/FGJ,1,True,True,False,False,True,True,True,False
E/ABCDKL,FGJ/HIKL,3,True,True,True,True,True,True,False,False
ABCDE/KL,GI/KL,3,False,False,True,True,True,True,False,False
ABKL/CDE,FGHIKL/,1,True,False,False,False,True,True,True,True
KL/ABCDE,HKL/F,1,True,True,False,False,False,True,True,True
E/ABCDKL,G/IKL,3,True,True,True,True,True,True,False,False
ACKL/BDE,G/,1,True,False,False,False,True,True,True,False
AKL/BCDE,IKL/FH,1,True,True,False,False,True,True,True,True
ABE/CDKL,G/HIKL,3,True,True,True,True,True,True,False,False
CDL/ABEK,H/K,1,True,False,True,True,True,True,True,False
KL/ABCDE,FGJ/I,1,True,True,False,False,False,True,True,False
A/BCDEKL,FJ/HIKL,3,True,True,True,True,True,True,False,False
CKL/ABDE,FGIJKL/,1,True,False,False,False,True,True,True,True
ABCKL/DE,FHKL/GIJ,1,True,True,False,False,True,True,True,True
CD/ABEKL,FGJ/HKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,IKL/FGHJ,1,True,True,False,False,True,True,True,True
E/ABCDKL,FH/KL,3,True,False,True,True,True,True,False,False
ACDKL/BE,IKL/FGHJ,1,True,True,False,False,True,True,True,True
BCDE/AKL,J/FHKL,3,True,True,True,True,True,True,False,False
D/ABCEKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
BCDEKL/A,FHKL/GI,1,True,True,False,False,True,True,True,True
CDEKL/AB,FGIJKL/,1,True,False,False,False,True,True,True,True
ACDKL/BE,FHJ/G,1,True,True,False,False,True,True,True,False
ABCDKL/E,HKL/FGJ,1,True,True,False,False,True,True,True,True
ACKL/BDE,FHJKL/GI,1,True,True,False,False,True,True,True,True
KL/ABCDE,GI/FJ,1,True,True,False,False,False,True,True,False
KL/ABCDE,IKL/FHJ,1,True,True,False,False,False,True,True,True
ABCDE/KL,F/HIKL,3,False,True,True,True,True,True,False,False
BDE/ACKL,I/FGHJKL,3,True,True,True,True,True,True,False,False
ACDKL/BE,IKL/H,1,True,True,False,False,True,True,True,True
CD/ABEKL,FH/KL,3,True,False,True,True,True,True,False,False
ABCKL/DE,GJ/F,1,True,True,False,False,True,True,True,False
ABKL/CDE,FHKL/GI,1,True,True,False,False,True,True,True,True
ABKL/CDE,HKL/F,1,True,True,False,False,True,True,True,True
BE/ACDKL,FJ/GHIKL,3,True,True,True,True,True,True,False,False
CDEKL/AB,GHIKL/FJ,1,True,True,False,False,True,True,True,True
ABCKL/DE,FHKL/GI,1,True,True,False,False,True,True,True,True
A/BCDEKL,GI/FHJKL,3,True,True,True,True,True,True,False,False
ABCDE/KL,FJ/GIKL,3,False,True,True,True,True,True,False,False
BE/ACDKL,FHJ/GIKL,3,True,True,True,True,True,True,False,False
ABDE/CKL,G/HIKL,3,True,True,True,True,True,True,False,False
A/BCDEKL,G/IKL,3,True,True,True,True,True,True,False,False
ABCEKL/D,KL/GI,1,True,True,False,False,True,False,True,True
ABDEKL/C,FGHIKL/J,1,True,True,False,False,True,True,True,True
BCDEL/AK,GIL/HK,1,True,True,True,True,True,True,True,True
ABCDE/KL,I/FGHJKL,3,False,True,True,True,True,True,False,False
ACDKL/BE,F/GJ,1,True,True,False,False,True,True,True,False
CDKL/ABE,FGHIJKL/,1,True,False,False,False,True,True,True,True
BE/ACDKL,FHJ/IKL,3,True,True,True,True,True,True,False,False
CD/ABEKL,GIJ/FHKL,3,True,True,True,True,True,True,False,False
CDE/ABKL,GI/FHJKL,3,True,True,True,True,True,True,False,False
KL/ABCDE,FHKL/J,1,True,True,False,False,False,True,True,True
ABEKL/CD,FGJ/H,1,True,True,False,False,True,True,True,False
KL/ABCDE,FJ/,1,True,False,False,False,False,True,True,False
ABCKL/DE,J/GI,1,True,True,False,False,True,True,True,False
CDEKL/AB,FHKL/J,1,True,True,False,False,True,True,True,True
ABCDE/KL,I/KL,3,False,False,True,True,True,True,False,False
BCDEKL/A,HIKL/F,1,True,True,False,False,True,True,True,True
CDKL/ABE,FHIKL/G,1,True,True,False,False,True,True,True,True
ABCKL/DE,FGIJKL/,1,True,False,False,False,True,True,True,True
KL/ABCDE,FHJ/,1,True,False,False,False,False,True,True,False
CDEKL/AB,GI/FJ,1,True,True,False,False,True,True,True,False
ABCEKL/D,KL/H,1,True,True,False,False,True,False,True,True
ABDE/CKL,H/IKL,3,True,True,True,True,True,True,False,False
CDKL/ABE,KL/FHJ,1,True,True,False,False,True,False,True,True
CDE/ABKL,FGHJ/KL,3,True,False,True,True,True,True,False,False
ABCDE/KL,FH/KL,3,False,False,True,True,True,True,False,False
CDEL/ABK,L/FHJK,1,True,True,True,True,True,False,True,True
E/ABCDKL,H/IKL,3,True,True,True,True,True,True,False,False
DE/ABCKL,I/KL,3,True,False,True,True,True,True,False,False
CDKL/ABE,FGIJKL/,1,True,False,False,False,True,True,True,True
BE/ACDKL,G/HIKL,3,True,True,True,True,True,True,False,False
ABKL/CDE,KL/GI,1,True,True,False,False,True,False,True,True
CDE/ABKL,FJ/HKL,3,True,True,True,True,True,True,False,False
CKL/ABDE,I/,1,True,False,False,False,True,True,True,False
AB/CDEKL,I/HKL,3,True,True,True,True,True,True,False,False
ABEKL/CD,G/,1,True,False,False,False,True,True,True,False
ABEKL/CD,FGJ/,1,True,False,False,False,True,True,True,False
ABKL/CDE,FHJKL/I,1,True,True,False,False,True,True,True,True
ABKL/CDE,FHKL/,1,True,False,False,False,True,True,True,True
AK/BCDEL,FHJK/IL,1,True,True,True,True,True,True,True,True
E/ABCDKL,G/FHIJKL,3,True,True,True,True,True,True,False,False
BE/ACDKL,FGHJ/IKL,3,True,True,True,True,True,True,False,False
ABCKL/DE,F/GJ,1,True,True,False,False,True,True,True,False
ABCKL/DE,H/FJ,1,True,True,False,False,True,True,True,False
AKL/BCDE,KL/,1,True,False,False,False,True,False,True,True
